Survived,Pclass,Name,Sex,Age,Siblings/Spouses Aboard,Parents/Children Aboard,Fare,UUID
0,2,Mr. Frederick William Pengelly,male,19,0,0,10.5,a9abf4c4-91d3-11e9-af94-a45e60d235db
0,2,Mr. George Henry Hunt,male,33,0,0,12.275,a9abf51e-91d3-11e9-af94-a45e60d235db
0,3,Miss. Thamine Zabour,female,19,1,0,14.4542,a9abf56e-91d3-11e9-af94-a45e60d235db
1,3,Miss. Katherine Murphy,female,18,1,0,15.5,a9abf5c8-91d3-11e9-af94-a45e60d235db
0,2,Mr. Reginald Charles Coleridge,male,29,0,0,10.5,a9abf622-91d3-11e9-af94-a45e60d235db
0,3,Mr. Matti Alexanteri Maenpaa,male,22,0,0,7.125,a9abf672-91d3-11e9-af94-a45e60d235db
0,3,Mr. Sleiman Attalah,male,30,0,0,7.225,a9abf6cc-91d3-11e9-af94-a45e60d235db
0,1,Dr. William Edward Minahan,male,44,2,0,90,a9abf726-91d3-11e9-af94-a45e60d235db
0,3,Miss. Agda Thorilda Viktoria Lindahl,female,25,0,0,7.775,a9abf776-91d3-11e9-af94-a45e60d235db
1,2,Mrs. William (Anna) Hamalainen,female,24,0,2,14.5,a9abf7d0-91d3-11e9-af94-a45e60d235db
1,1,Mr. Richard Leonard Beckwith,male,37,1,1,52.5542,a9abf834-91d3-11e9-af94-a45e60d235db
0,2,Rev. Ernest Courtenay Carter,male,54,1,0,26,a9abf88e-91d3-11e9-af94-a45e60d235db
0,3,Mr. James George Reed,male,18,0,0,7.25,a9abf8de-91d3-11e9-af94-a45e60d235db
0,3,Mrs. Wilhelm (Elna Matilda Persson) Strom,female,29,1,1,10.4625,a9abf938-91d3-11e9-af94-a45e60d235db
0,1,Mr. William Thomas Stead,male,62,0,0,26.55,a9abf99c-91d3-11e9-af94-a45e60d235db
0,3,Mr. William Arthur Lobb,male,30,1,0,16.1,a9abf9ec-91d3-11e9-af94-a45e60d235db
0,3,Mrs. Viktor (Helena Wilhelmina) Rosblom,female,41,0,2,20.2125,a9abfa46-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Darwis (Hanne Youssef Razi) Touma,female,29,0,2,15.2458,a9abfaaa-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Gertrude Maybelle Thorne,female,38,0,0,79.2,a9abfb04-91d3-11e9-af94-a45e60d235db
1,1,Miss. Gladys Cherry,female,30,0,0,86.5,a9abfb54-91d3-11e9-af94-a45e60d235db
1,1,Miss. Anna Ward,female,35,0,0,512.3292,a9abfbae-91d3-11e9-af94-a45e60d235db
1,2,Mrs. (Lutie Davis) Parrish,female,50,0,1,26,a9abfc08-91d3-11e9-af94-a45e60d235db
1,3,Master. Edvin Rojj Felix Asplund,male,3,4,2,31.3875,a9abfc58-91d3-11e9-af94-a45e60d235db
0,1,Mr. Emil Taussig,male,52,1,1,79.65,a9abfcb2-91d3-11e9-af94-a45e60d235db
0,1,Mr. William Harrison,male,40,0,0,0,a9abfd0c-91d3-11e9-af94-a45e60d235db
0,3,Miss. Delia Henry,female,21,0,0,7.75,a9abfd5c-91d3-11e9-af94-a45e60d235db
0,2,Mr. David Reeves,male,36,0,0,10.5,a9abfdb6-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ernesti Arvid Panula,male,16,4,1,39.6875,a9abfe06-91d3-11e9-af94-a45e60d235db
1,3,Mr. Ernst Ulrik Persson,male,25,1,0,7.775,a9abfe60-91d3-11e9-af94-a45e60d235db
1,1,Mrs. William Thompson (Edith Junkins) Graham,female,58,0,1,153.4625,a9abfeba-91d3-11e9-af94-a45e60d235db
1,1,Miss. Amelia Bissette,female,35,0,0,135.6333,a9abff14-91d3-11e9-af94-a45e60d235db
0,1,Mr. Alexander Cairns,male,28,0,0,31,a9abff6e-91d3-11e9-af94-a45e60d235db
1,3,Mr. William Henry Tornquist,male,25,0,0,0,a9abffbe-91d3-11e9-af94-a45e60d235db
1,2,Mrs. (Elizabeth Anne Maidment) Mellinger,female,41,0,1,19.5,a9ac0018-91d3-11e9-af94-a45e60d235db
0,1,Mr. Charles H Natsch,male,37,0,1,29.7,a9ac0072-91d3-11e9-af94-a45e60d235db
1,3,Miss. Hanora Healy,female,33,0,0,7.75,a9ac00cc-91d3-11e9-af94-a45e60d235db
1,1,Miss. Kornelia Theodosia Andrews,female,63,1,0,77.9583,a9ac011c-91d3-11e9-af94-a45e60d235db
0,3,Miss. Augusta Charlotta Lindblom,female,45,0,0,7.75,a9ac0176-91d3-11e9-af94-a45e60d235db
0,2,Mr. Francis Parkes,male,21,0,0,0,a9ac01d0-91d3-11e9-af94-a45e60d235db
0,3,Master. Eric Rice,male,7,4,1,29.125,a9ac0220-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Stanton (Rosa Hunt) Abbott,female,35,1,1,20.25,a9ac027a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Frank Duane,male,65,0,0,7.75,a9ac02d4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Nils Johan Goransson Olsson,male,28,0,0,7.8542,a9ac032e-91d3-11e9-af94-a45e60d235db
0,3,Mr. Alfons de Pelsmaeker,male,16,0,0,9.5,a9ac037e-91d3-11e9-af94-a45e60d235db
1,3,Mr. Edward Arthur Dorking,male,19,0,0,8.05,a9ac03d8-91d3-11e9-af94-a45e60d235db
0,1,Mr. Richard William Smith,male,57,0,0,26,a9ac0428-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ivan Stankovic,male,33,0,0,8.6625,a9ac0482-91d3-11e9-af94-a45e60d235db
1,3,Mr. Theodore de Mulder,male,30,0,0,9.5,a9ac054a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Penko Naidenoff,male,22,0,0,7.8958,a9ac05b8-91d3-11e9-af94-a45e60d235db
1,2,Mr. Masabumi Hosono,male,42,0,0,13,a9ac0612-91d3-11e9-af94-a45e60d235db
1,3,Miss. Kate Connolly,female,22,0,0,7.75,a9ac0662-91d3-11e9-af94-a45e60d235db
1,1,Miss. Ellen Barber,female,26,0,0,78.85,a9ac06bc-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Dickinson H (Helen Walton) Bishop,female,19,1,0,91.0792,a9ac0716-91d3-11e9-af94-a45e60d235db
0,2,Mr. Rene Jacques Levy,male,36,0,0,12.875,a9ac0770-91d3-11e9-af94-a45e60d235db
0,3,Miss. Aloisia Haas,female,24,0,0,8.85,a9ac07ca-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ivan Mineff,male,24,0,0,7.8958,a9ac081a-91d3-11e9-af94-a45e60d235db
0,1,Mr. Ervin G Lewy,male,30,0,0,27.7208,a9ac0874-91d3-11e9-af94-a45e60d235db
0,3,Mr. Mansour Hanna,male,23.5,0,0,7.2292,a9ac08c4-91d3-11e9-af94-a45e60d235db
0,1,Miss. Helen Loraine Allison,female,2,1,2,151.55,a9ac091e-91d3-11e9-af94-a45e60d235db
1,1,Mr. Adolphe Saalfeld,male,47,0,0,30.5,a9ac0978-91d3-11e9-af94-a45e60d235db
1,1,Mrs. James (Helene DeLaudeniere Chaput) Baxter,female,50,0,1,247.5208,a9ac09c8-91d3-11e9-af94-a45e60d235db
1,3,Miss. Anna Katherine Kelly,female,20,0,0,7.75,a9ac0a2c-91d3-11e9-af94-a45e60d235db
1,3,Mr. Bernard McCoy,male,24,2,0,23.25,a9ac0a86-91d3-11e9-af94-a45e60d235db
0,3,Mr. William Cahoone Jr Johnson,male,19,0,0,0,a9ac0ad6-91d3-11e9-af94-a45e60d235db
1,2,Miss. Nora A Keane,female,46,0,0,12.35,a9ac0b30-91d3-11e9-af94-a45e60d235db
0,3,Mr. Howard Hugh Williams,male,28,0,0,8.05,a9ac0b80-91d3-11e9-af94-a45e60d235db
1,1,Master. Hudson Trevor Allison,male,0.92,1,2,151.55,a9ac0bda-91d3-11e9-af94-a45e60d235db
1,1,Miss. Margaret Fleming,female,42,0,0,110.8833,a9ac0c34-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo) Penasco y Castellana,female,17,1,0,108.9,a9ac0c8e-91d3-11e9-af94-a45e60d235db
0,2,Mr. Samuel Abelson,male,30,1,0,24,a9ac0cf2-91d3-11e9-af94-a45e60d235db
1,1,Miss. Laura Mabel Francatelli,female,30,0,0,56.9292,a9ac0d4c-91d3-11e9-af94-a45e60d235db
1,1,Miss. Margaret Bechstein Hays,female,24,0,0,83.1583,a9ac0da6-91d3-11e9-af94-a45e60d235db
1,1,Miss. Emily Borie Ryerson,female,18,2,2,262.375,a9ac0e00-91d3-11e9-af94-a45e60d235db
0,2,Mrs. William (Anna Sylfven) Lahtinen,female,26,1,1,26,a9ac0e5a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ignjac Hendekovic,male,28,0,0,7.8958,a9ac0eb4-91d3-11e9-af94-a45e60d235db
0,2,Mr. Benjamin Hart,male,43,1,1,26.25,a9ac0f04-91d3-11e9-af94-a45e60d235db
1,3,Miss. Helmina Josefina Nilsson,female,26,0,0,7.8542,a9ac0f5e-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Sinai (Miriam Sternin) Kantor,female,24,1,0,26,a9ac0fb8-91d3-11e9-af94-a45e60d235db
0,2,Dr. Ernest Moraweck,male,54,0,0,14,a9ac1008-91d3-11e9-af94-a45e60d235db
1,1,Miss. Mary Natalie Wick,female,31,0,2,164.8667,a9ac1062-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Frederic Oakley (Margaretta Corning Stone) Spedden,female,40,1,1,134.5,a9ac10bc-91d3-11e9-af94-a45e60d235db
0,3,Mr. Samuel Dennis,male,22,0,0,7.25,a9ac1116-91d3-11e9-af94-a45e60d235db
0,3,Mr. Yoto Danoff,male,27,0,0,7.8958,a9ac1170-91d3-11e9-af94-a45e60d235db
1,2,Miss. Hilda Mary Slayter,female,30,0,0,12.35,a9ac11ca-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Albert Francis (Sylvia Mae Harbaugh) Caldwell,female,22,1,1,29,a9ac1224-91d3-11e9-af94-a45e60d235db
0,3,Mr. George John Jr Sage,male,20,8,2,69.55,a9ac127e-91d3-11e9-af94-a45e60d235db
1,1,Miss. Marie Grice Young,female,36,0,0,135.6333,a9ac12d8-91d3-11e9-af94-a45e60d235db
0,3,Mr. Johan Hansen Nysveen,male,61,0,0,6.2375,a9ac1332-91d3-11e9-af94-a45e60d235db
1,2,Mrs. (Ada E Hall) Ball,female,36,0,0,13,a9ac1382-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Frank John (Emily Alice Brown) Goldsmith,female,31,1,1,20.525,a9ac1698-91d3-11e9-af94-a45e60d235db
1,1,Miss. Jean Gertrude Hippach,female,16,0,1,57.9792,a9ac1724-91d3-11e9-af94-a45e60d235db
1,3,Miss. Agnes McCoy,female,28,2,0,23.25,a9ac1788-91d3-11e9-af94-a45e60d235db
0,1,Mr. Austen Partner,male,45.5,0,0,28.5,a9ac17d8-91d3-11e9-af94-a45e60d235db
0,1,Mr. George Edward Graham,male,38,0,1,153.4625,a9ac1832-91d3-11e9-af94-a45e60d235db
0,3,Mr. Leo Edmondus Vander Planke,male,16,2,0,18,a9ac188c-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Henry William (Clara Heinsheimer) Frauenthal,female,42,1,0,133.65,a9ac18f0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Mitto Denkoff,male,30,0,0,7.8958,a9ac1a3a-91d3-11e9-af94-a45e60d235db
0,1,Mr. Thomas Clinton Pears,male,29,1,0,66.6,a9ac1af8-91d3-11e9-af94-a45e60d235db
1,1,Miss. Elizabeth Margaret Burns,female,41,0,0,134.5,a9ac1bac-91d3-11e9-af94-a45e60d235db
1,3,Mr. Karl Edwart Dahl,male,45,0,0,8.05,a9ac1c10-91d3-11e9-af94-a45e60d235db
0,1,Mr. Stephen Weart Blackwell,male,45,0,0,35.5,a9ac1c6a-91d3-11e9-af94-a45e60d235db
1,2,Master. Edmond Roger Navratil,male,2,1,1,26,a9ac1cc4-91d3-11e9-af94-a45e60d235db
1,1,Miss. Alice Elizabeth Fortune,female,24,3,2,263,a9ac1d1e-91d3-11e9-af94-a45e60d235db
0,2,Mr. Erik Gustaf Collander,male,28,0,0,13,a9ac1d78-91d3-11e9-af94-a45e60d235db
0,2,Mr. Charles Frederick Waddington Sedgwick,male,25,0,0,13,a9ac1dc8-91d3-11e9-af94-a45e60d235db
0,2,Mr. Stanley Hubert Fox,male,36,0,0,13,a9ac1e2c-91d3-11e9-af94-a45e60d235db
1,2,Miss. Amelia Brown,female,24,0,0,13,a9ac1eae-91d3-11e9-af94-a45e60d235db
1,2,Miss. Marion Elsie Smith,female,40,0,0,13,a9ac1f12-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Thomas Henry (Mary E Finck) Davison,female,34,1,0,16.1,a9ac1f80-91d3-11e9-af94-a45e60d235db
1,3,Master. William Loch Coutts,male,3,1,1,15.9,a9ac1fda-91d3-11e9-af94-a45e60d235db
0,3,Mr. Jovan Dimic,male,42,0,0,8.6625,a9ac2070-91d3-11e9-af94-a45e60d235db
0,3,Mr. Nils Martin Odahl,male,23,0,0,9.225,a9ac2110-91d3-11e9-af94-a45e60d235db
0,1,Mr. Fletcher Fellows Williams-Lambert,male,43,0,0,35,a9ac21c4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Tannous Elias,male,15,1,1,7.2292,a9ac2264-91d3-11e9-af94-a45e60d235db
0,3,Mr. Josef Arnold-Franchi,male,25,1,0,17.8,a9ac230e-91d3-11e9-af94-a45e60d235db
0,3,Mr. Wazli Yousif,male,23,0,0,7.225,a9ac23ae-91d3-11e9-af94-a45e60d235db
0,3,Mr. Leo Peter Vanden Steen,male,28,0,0,9.5,a9ac2458-91d3-11e9-af94-a45e60d235db
1,1,Miss. Elsie Edith Bowerman,female,22,0,1,55,a9ac24da-91d3-11e9-af94-a45e60d235db
0,2,Miss. Annie Clemmer Funk,female,38,0,0,13,a9ac2534-91d3-11e9-af94-a45e60d235db
1,3,Miss. Mary McGovern,female,22,0,0,7.8792,a9ac258e-91d3-11e9-af94-a45e60d235db
1,3,Miss. Helen Mary Mockler,female,23,0,0,7.8792,a9ac2606-91d3-11e9-af94-a45e60d235db
0,3,Mr. Wilhelm Skoog,male,40,1,4,27.9,a9ac26b0-91d3-11e9-af94-a45e60d235db
0,2,Mr. Sebastiano del Carlo,male,29,1,0,27.7208,a9ac273c-91d3-11e9-af94-a45e60d235db
0,3,Mrs. (Catherine David) Barbara,female,45,0,1,14.4542,a9ac27a0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Adola Asim,male,35,0,0,7.05,a9ac2818-91d3-11e9-af94-a45e60d235db
0,3,Mr. Thomas O'Brien,male,27,1,0,15.5,a9ac289a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Mauritz Nils Martin Adahl,male,30,0,0,7.25,a9ac2908-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Frank Manley (Anna Sophia Atkinson) Warren,female,60,1,0,75.25,a9ac2962-91d3-11e9-af94-a45e60d235db
1,3,Mrs. (Mantoura Boulos) Moussa,female,35,0,0,7.2292,a9ac29f8-91d3-11e9-af94-a45e60d235db
1,3,Miss. Annie Jermyn,female,22,0,0,7.75,a9ac2a52-91d3-11e9-af94-a45e60d235db
1,1,Mme. Leontine Pauline Aubart,female,24,0,0,69.3,a9ac2aac-91d3-11e9-af94-a45e60d235db
1,1,Mr. George Achilles Harder,male,25,1,0,55.4417,a9ac2b06-91d3-11e9-af94-a45e60d235db
0,3,Mr. Jakob Alfred Wiklund,male,18,1,0,6.4958,a9ac2b60-91d3-11e9-af94-a45e60d235db
0,3,Mr. William Thomas Beavan,male,19,0,0,8.05,a9ac2bb0-91d3-11e9-af94-a45e60d235db
0,1,Mr. Sante Ringhini,male,22,0,0,135.6333,a9ac2c0a-91d3-11e9-af94-a45e60d235db
0,3,Miss. Stina Viola Palsson,female,3,3,1,21.075,a9ac2c64-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Edgar Joseph (Leila Saks) Meyer,female,25,1,0,82.1708,a9ac2cbe-91d3-11e9-af94-a45e60d235db
1,3,Miss. Aurora Adelia Landergren,female,22,0,0,7.25,a9ac2d18-91d3-11e9-af94-a45e60d235db
0,1,Mr. Harry Elkins Widener,male,27,0,2,211.5,a9ac2d72-91d3-11e9-af94-a45e60d235db
0,3,Mr. Tannous Betros,male,20,0,0,4.0125,a9ac2dcc-91d3-11e9-af94-a45e60d235db
0,3,Mr. Karl Gideon Gustafsson,male,19,0,0,7.775,a9ac2e1c-91d3-11e9-af94-a45e60d235db
1,1,Miss. Rosalie Bidois,female,42,0,0,227.525,a9ac2f0c-91d3-11e9-af94-a45e60d235db
1,3,Miss. Maria Nakid,female,1,0,2,15.7417,a9ac2f8e-91d3-11e9-af94-a45e60d235db
0,3,Mr. Juho Tikkanen,male,32,0,0,7.925,a9ac2ff2-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Alexander Oskar (Mary Aline Towner) Holverson,female,35,1,0,52,a9ac304c-91d3-11e9-af94-a45e60d235db
0,3,Mr. Vasil Plotcharsky,male,27,0,0,7.8958,a9ac30b0-91d3-11e9-af94-a45e60d235db
0,2,Mr. Charles Henry Davies,male,18,0,0,73.5,a9ac310a-91d3-11e9-af94-a45e60d235db
0,3,Master. Sidney Leonard Goodwin,male,1,5,2,46.9,a9ac3164-91d3-11e9-af94-a45e60d235db
1,2,Miss. Kate Buss,female,36,0,0,13,a9ac31b4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Matthew Sadlier,male,19,0,0,7.7292,a9ac320e-91d3-11e9-af94-a45e60d235db
1,2,Miss. Bertha Lehmann,female,17,0,0,12,a9ac3268-91d3-11e9-af94-a45e60d235db
1,1,Mr. William Ernest Carter,male,36,1,2,120,a9ac32b8-91d3-11e9-af94-a45e60d235db
1,3,Mr. Carl Olof Jansson,male,21,0,0,7.7958,a9ac3312-91d3-11e9-af94-a45e60d235db
0,3,Mr. Johan Birger Gustafsson,male,28,2,0,7.925,a9ac3362-91d3-11e9-af94-a45e60d235db
1,1,Miss. Marjorie Newell,female,23,1,0,113.275,a9ac33bc-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom,female,24,0,2,16.7,a9ac3416-91d3-11e9-af94-a45e60d235db
0,3,Mr. Erik Johansson,male,22,0,0,7.7958,a9ac347a-91d3-11e9-af94-a45e60d235db
0,3,Miss. Elina Olsson,female,31,0,0,7.8542,a9ac34ca-91d3-11e9-af94-a45e60d235db
0,2,Mr. Peter David McKane,male,46,0,0,26,a9ac3524-91d3-11e9-af94-a45e60d235db
0,2,Dr. Alfred Pain,male,23,0,0,10.5,a9ac3574-91d3-11e9-af94-a45e60d235db
1,2,Mrs. William H (Jessie L) Trout,female,28,0,0,12.65,a9ac35ce-91d3-11e9-af94-a45e60d235db
1,3,Mr. Juha Niskanen,male,39,0,0,7.925,a9ac3628-91d3-11e9-af94-a45e60d235db
0,3,Mr. John Adams,male,26,0,0,8.05,a9ac3678-91d3-11e9-af94-a45e60d235db
0,3,Miss. Mari Aina Jussila,female,21,1,0,9.825,a9ac36c8-91d3-11e9-af94-a45e60d235db
0,3,Mr. Pekka Pietari Hakkarainen,male,28,1,0,15.85,a9ac3722-91d3-11e9-af94-a45e60d235db
0,3,Miss. Marija Oreskovic,female,20,0,0,8.6625,a9ac377c-91d3-11e9-af94-a45e60d235db
0,2,Mr. Shadrach Gale,male,34,1,0,21,a9ac37cc-91d3-11e9-af94-a45e60d235db
0,3,Mr. Carl/Charles Peter Widegren,male,51,0,0,7.75,a9ac3826-91d3-11e9-af94-a45e60d235db
1,2,Master. William Rowe Richards,male,3,1,1,18.75,a9ac3880-91d3-11e9-af94-a45e60d235db
0,3,Mr. Hans Martin Monsen Birkeland,male,21,0,0,7.775,a9ac38da-91d3-11e9-af94-a45e60d235db
0,3,Miss. Ida Lefebre,female,3,3,1,25.4667,a9ac392a-91d3-11e9-af94-a45e60d235db
0,3,Mr. Todor Sdycoff,male,42,0,0,7.8958,a9ac3984-91d3-11e9-af94-a45e60d235db
0,3,Mr. Henry Hart,male,27,0,0,6.8583,a9ac39d4-91d3-11e9-af94-a45e60d235db
1,1,Miss. Daisy E Minahan,female,33,1,0,90,a9ac3a2e-91d3-11e9-af94-a45e60d235db
0,2,Mr. Alfred Fleming Cunningham,male,22,0,0,0,a9ac3a7e-91d3-11e9-af94-a45e60d235db
1,3,Mr. Johan Julian Sundman,male,44,0,0,7.925,a9ac3ad8-91d3-11e9-af94-a45e60d235db
0,3,Mrs. Thomas (Annie Louise Rowley) Meek,female,32,0,0,8.05,a9ac3b32-91d3-11e9-af94-a45e60d235db
1,2,Mrs. James Vivian (Lulu Thorne Christian) Drew,female,34,1,1,32.5,a9ac3b8c-91d3-11e9-af94-a45e60d235db
1,2,Miss. Lyyli Karoliina Silven,female,18,0,2,13,a9ac3bf0-91d3-11e9-af94-a45e60d235db
0,2,Mr. William John Matthews,male,30,0,0,13,a9ac3c40-91d3-11e9-af94-a45e60d235db
0,3,Miss. Catharina Van Impe,female,10,0,2,24.15,a9ac3c9a-91d3-11e9-af94-a45e60d235db
0,3,Mr. David Charters,male,21,0,0,7.7333,a9ac3cf4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Leo Zimmerman,male,29,0,0,7.875,a9ac3d44-91d3-11e9-af94-a45e60d235db
0,3,Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom,female,28,1,1,14.4,a9ac3d9e-91d3-11e9-af94-a45e60d235db
0,3,Mr. Viktor Richard Rosblom,male,18,1,1,20.2125,a9ac3e02-91d3-11e9-af94-a45e60d235db
0,3,Mr. Phillippe Wiseman,male,54,0,0,7.25,a9ac3e52-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Charles V (Ada Maria Winfield) Clarke,female,28,1,0,26,a9ac3eac-91d3-11e9-af94-a45e60d235db
1,2,Miss. Kate Florence Phillips,female,19,0,0,26,a9ac3f06-91d3-11e9-af94-a45e60d235db
0,3,Mr. James Flynn,male,28,0,0,7.75,a9ac3f60-91d3-11e9-af94-a45e60d235db
1,3,Mr. Berk (Berk Trembisky) Pickard,male,32,0,0,8.05,a9ac3fba-91d3-11e9-af94-a45e60d235db
1,1,Mr. Mauritz Hakan Bjornstrom-Steffansson,male,28,0,0,26.55,a9ac4014-91d3-11e9-af94-a45e60d235db
1,3,Mrs. Percival (Florence Kate White) Thorneycroft,female,33,1,0,16.1,a9ac4078-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Charles Alexander (Alice Adelaide Slow) Louch,female,42,1,0,26,a9ac40d2-91d3-11e9-af94-a45e60d235db
0,3,Mr. Nikolai Erland Kallio,male,17,0,0,7.125,a9ac412c-91d3-11e9-af94-a45e60d235db
0,1,Mr. William Baird Silvey,male,50,1,0,55.9,a9ac4186-91d3-11e9-af94-a45e60d235db
1,1,Miss. Lucile Polk Carter,female,14,1,2,120,a9ac41d6-91d3-11e9-af94-a45e60d235db
0,3,Miss. Doolina Margaret Ford,female,21,2,2,34.375,a9ac4230-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Sidney (Emily Hocking) Richards,female,24,2,3,18.75,a9ac428a-91d3-11e9-af94-a45e60d235db
0,1,Mr. Mark Fortune,male,64,1,4,263,a9ac42e4-91d3-11e9-af94-a45e60d235db
0,2,Mr. Johan Henrik Johannesson Kvillner,male,31,0,0,10.5,a9ac433e-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Benjamin (Esther Ada Bloomfield) Hart,female,45,1,1,26.25,a9ac4398-91d3-11e9-af94-a45e60d235db
0,3,Mr. Leon Hampe,male,20,0,0,9.5,a9ac43fc-91d3-11e9-af94-a45e60d235db
0,3,Mr. Johan Emil Petterson,male,25,1,0,7.775,a9ac444c-91d3-11e9-af94-a45e60d235db
1,2,Ms. Encarnacion Reynaldo,female,28,0,0,13,a9ac44a6-91d3-11e9-af94-a45e60d235db
1,3,Mr. Bernt Johannesen-Bratthammer,male,29,0,0,8.1125,a9ac44f6-91d3-11e9-af94-a45e60d235db
1,1,Master. Washington Dodge,male,4,0,2,81.8583,a9ac4550-91d3-11e9-af94-a45e60d235db
1,2,Miss. Madeleine Violet Mellinger,female,13,0,1,19.5,a9ac45aa-91d3-11e9-af94-a45e60d235db
1,1,Mr. Frederic Kimber Seward,male,34,0,0,26.55,a9ac4604-91d3-11e9-af94-a45e60d235db
1,3,Miss. Marie Catherine Baclini,female,5,2,1,19.2583,a9ac465e-91d3-11e9-af94-a45e60d235db
1,1,Major. Arthur Godfrey Peuchen,male,52,0,0,30.5,a9ac46b8-91d3-11e9-af94-a45e60d235db
0,2,Mr. Edwy Arthur West,male,36,1,2,27.75,a9ac4708-91d3-11e9-af94-a45e60d235db
0,3,Mr. Ingvald Olai Olsen Hagland,male,28,1,0,19.9667,a9ac4762-91d3-11e9-af94-a45e60d235db
0,1,Mr. Benjamin Laventall Foreman,male,30,0,0,27.75,a9ac47b2-91d3-11e9-af94-a45e60d235db
1,1,Mr. Samuel L Goldenberg,male,49,1,0,89.1042,a9ac480c-91d3-11e9-af94-a45e60d235db
0,3,Mr. Joseph Peduzzi,male,24,0,0,8.05,a9ac4866-91d3-11e9-af94-a45e60d235db
1,3,Mr. Ivan Jalsevac,male,29,0,0,7.8958,a9ac48c0-91d3-11e9-af94-a45e60d235db
0,1,Mr. Francis Davis Millet,male,65,0,0,26.55,a9ac4910-91d3-11e9-af94-a45e60d235db
1,1,Mrs. Frederick R (Marion) Kenyon,female,41,1,0,51.8625,a9ac496a-91d3-11e9-af94-a45e60d235db
1,2,Miss. Ellen Toomey,female,50,0,0,10.5,a9ac49c4-91d3-11e9-af94-a45e60d235db
0,3,Mr. Maurice O'Connor,male,17,0,0,7.75,a9ac4a14-91d3-11e9-af94-a45e60d235db
1,1,Mr. Harry Anderson,male,48,0,0,26.55,a9ac4a64-91d3-11e9-af94-a45e60d235db
0,3,Mr. William Morley,male,34,0,0,8.05,a9ac4abe-91d3-11e9-af94-a45e60d235db
0,1,Mr. Arthur H Gee,male,47,0,0,38.5,a9ac4b0e-91d3-11e9-af94-a45e60d235db
0,2,Mr. Jacob Christian Milling,male,48,0,0,13,a9ac4b5e-91d3-11e9-af94-a45e60d235db
0,3,Mr. Simon Maisner,male,34,0,0,8.05,a9ac4bb8-91d3-11e9-af94-a45e60d235db
0,3,Mr. Manuel Estanslas Goncalves,male,38,0,0,7.05,a9ac4c08-91d3-11e9-af94-a45e60d235db
0,2,Mr. William Campbell,male,21,0,0,0,a9ac4c62-91d3-11e9-af94-a45e60d235db
0,1,Mr. John Montgomery Smart,male,56,0,0,26.55,a9ac4cbc-91d3-11e9-af94-a45e60d235db
0,3,Mr. James Scanlan,male,22,0,0,7.725,a9ac4d0c-91d3-11e9-af94-a45e60d235db
1,3,Miss. Helene Barbara Baclini,female,0.75,2,1,19.2583,a9ac4d66-91d3-11e9-af94-a45e60d235db
0,3,Mr. Arthur Keefe,male,39,0,0,7.25,a9ac4dc0-91d3-11e9-af94-a45e60d235db
0,3,Mr. Luka Cacic,male,38,0,0,8.6625,a9ac4e10-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Edwy Arthur (Ada Mary Worth) West,female,33,1,2,27.75,a9ac4e6a-91d3-11e9-af94-a45e60d235db
1,2,Mrs. Amin S (Marie Marthe Thuillard) Jerwan,female,23,0,0,13.7917,a9ac4ece-91d3-11e9-af94-a45e60d235db
0,3,Miss. Ida Sofia Strandberg,female,22,0,0,9.8375,a9ac4f28-91d3-11e9-af94-a45e60d235db
